"сумма док.,без НДС",% оплаты,"сумма оплачено,без НДС","сумма оплачено,с НДС ",дата докум.,Дата закр. Аванса,Дата постановки на оплату (аванс),"сумма док.,без НДС2","сумма док.,с НДС",дата докум.3,"сумма к оплате с учетом аванса,без НДС","сумма к оплате с учетом аванса,с НДС ",Дата постановки на оплату (оконч. платеж.),Контрагент
10471840.11521766,100.0,10471840.11521766,12356771.33595683,2016-06-29,2016-07-27 00:00:00,2016-07-20 00:00:00,45373993.05095541,53541311.80012739,2016-08-17 00:00:00,18461363.95484604,21784409.46671832,2016-08-24 00:00:00,4
638041.0891719745,100.0,638041.0891719745,752888.4852229299,2016-08-17,2016-09-28 00:00:00,2016-08-24 00:00:00,827023.3503184712,975887.553375796,2016-08-31 00:00:00,188982.2611464967,222999.0681528661,2016-09-28 00:00:00,3
1551270.828025478,66.0,1023838.746496815,1208129.720866242,2016-08-01,2016-09-28 00:00:00,2016-08-31 00:00:00,1141261.292993631,1346688.325732484,2016-08-31 00:00:00,117422.5464968152,96620.34737579594,2016-09-28 00:00:00,1
37232471.97452229,50.0,18616235.98726115,21967158.46496815,2016-07-19,2016-09-28 00:00:00,2016-08-17 00:00:00,31341849.22292994,36983382.08305732,2015-08-31 00:00:00,12725613.23566879,15016223.61808917,2016-09-21 00:00:00,2
8242165.605095541,50.0,4121082.802547771,4862877.707006369,2016-07-19,2016-09-28 00:00:00,2016-08-17 00:00:00,6509392.942675159,7681083.672356687,2016-08-31 00:00:00,2388310.140127389,2818205.965350319,2016-09-21 00:00:00,2
15908677.84076433,100.0,15908677.84076433,18772239.85210191,2016-07-29,2016-08-31 00:00:00,2016-08-10 00:00:00,40830567.51592357,48180069.6687898,2016-08-31 00:00:00,14788973.85301635,17450989.14655929,,4
10132915.82214289,100.0,10132915.82214289,11956840.6701286,2016-07-29,2016-08-31 00:00:00,2016-08-17 00:00:00,41692401.15286624,49197033.36038216,2016-09-16 00:00:00,15650807.48995903,18467952.83815165,2016-09-21 00:00:00,4
239220.8662420382,100.0,239220.8662420382,282280.6221656051,2016-09-05,2016-10-26 00:00:00,2016-09-28 00:00:00,1012849.961783439,1195162.954904458,2016-09-30 00:00:00,454667.9363057324,536508.1648407642,2016-10-26 00:00:00,3
318961.1592356688,100.0,318961.1592356688,376374.1678980892,2016-09-05,2016-10-26 00:00:00,2016-09-28 00:00:00,0.0,,,,,,3
1503856.757961783,66.0,992545.460254777,1171203.643100637,2016-09-01,2016-10-26 00:00:00,2016-09-07 00:00:00,1225959.993630573,1446632.792484076,2016-09-30 00:00:00,233414.5333757962,275429.1493834394,2016-11-02 00:00:00,1
37234418.47133758,50.0,18617209.23566879,21968306.89808917,2016-08-02,2016-10-26 00:00:00,2016-09-07 00:00:00,32387214.16560509,38216912.71541401,2016-09-30 00:00:00,13770004.9299363,16248605.81732484,2016-10-26 00:00:00,2
8400668.789808918,50.0,4200334.394904459,4956394.585987261,2016-08-02,2016-10-26 00:00:00,2016-09-07 00:00:00,6510152.700636943,7681980.186751592,2016-09-30 00:00:00,2309818.305732484,2725585.60076433,2016-10-26 00:00:00,2
15748532.68152866,100.0,15748532.68152866,18583268.56420382,2016-08-30,2016-09-28 00:00:00,2016-09-07 00:00:00,45924817.8343949,54191285.04458598,2016-09-30 00:00:00,14427752.47133758,17024747.91617834,,4
15748532.68152866,100.0,15748532.68152866,18583268.56420382,2016-08-30,2016-09-28 00:00:00,2016-09-14 00:00:00,42460028.24840764,50102833.33312101,2016-10-17 00:00:00,10962962.88535032,12936296.20471337,2016-10-26 00:00:00,4
578916.331210191,100.0,578916.331210191,683121.2708280254,2016-10-10,2016-11-30 00:00:00,2016-10-26 00:00:00,1205584.50955414,1422589.721273885,2016-10-31 00:00:00,626668.178343949,739468.4504458597,2016-11-30 00:00:00,3
1671995.248407643,60.0,1003197.149044586,1183772.635872611,2016-10-01,2016-11-30 00:00:00,2016-10-12 00:00:00,1180107.923566879,1392527.349808917,2016-10-31 00:00:00,176910.7745222931,208754.7139363058,2016-11-30 00:00:00,1
38772271.33757962,50.0,19386135.66878981,22875640.08917197,2016-09-19,2016-11-30 00:00:00,2016-10-05 00:00:00,34136143.78343949,40280649.6644586,2016-10-31 00:00:00,14750008.11464968,17405009.57528662,2016-11-23 00:00:00,2
8506337.579617834,50.0,4253168.789808917,5018739.171974522,2016-09-19,2016-11-30 00:00:00,2016-10-05 00:00:00,8472448.541401275,9997489.278853504,2016-10-31 00:00:00,4219279.751592358,4978750.106878982,2016-11-23 00:00:00,2
18447044.68152866,100.0,18447044.68152866,21767512.72420382,2016-09-29,2016-11-30 00:00:00,2016-10-12 00:00:00,47671022.29299363,56251806.30573248,2016-10-31 00:00:00,17474267.62323015,20619635.79541158,,4
11749709.98823482,100.0,11749709.98823482,13864657.78611708,2016-09-29,2016-11-30 00:00:00,2016-10-19 00:00:00,45905794.75159236,54168837.80687898,2016-11-17 00:00:00,15709040.08182888,18536667.29655808,2016-11-23 00:00:00,4
942078.2547770699,100.0,942078.2547770699,1111652.340636943,2016-11-17,2016-12-28 00:00:00,2016-11-30 00:00:00,1101211.49044586,1299429.558726115,2016-11-30 00:00:00,159133.2356687901,187777.2180891722,2016-12-28 00:00:00,3
1582250.707006369,55.0,870237.8888535032,1026880.708847134,2016-11-01,2016-12-28 00:00:00,2016-11-09 00:00:00,1045212.96178344,1233351.294904459,31.11.2016,174975.0729299363,206470.5860573249,2016-12-28 00:00:00,1
36565808.66242038,50.0,18282904.33121019,21573827.11082803,2016-10-17,2016-12-28 00:00:00,2016-11-02 00:00:00,32196245.57324841,37991569.77643312,2016-11-30 00:00:00,13913341.24203821,16417742.66560509,2016-12-21 00:00:00,2
8464070.063694267,50.0,4232035.031847133,4993801.337579617,2016-10-17,2016-12-28 00:00:00,2016-11-02 00:00:00,9108373.6433121,10747880.89910828,2016-11-30 00:00:00,4876338.611464967,5754079.56152866,2016-12-21 00:00:00,2
19442916.66242038,100.0,19442916.66242038,22942641.66165605,2016-10-28,2016-12-28 00:00:00,2016-11-09 00:00:00,45655979.6178344,53874055.94904459,2016-11-30 00:00:00,13829039.6035539,16318266.7321936,,4
12384023.35186012,100.0,12384023.35186012,14613147.55519493,2016-10-28,2016-12-28 00:00:00,2016-11-16 00:00:00,47128342.98726114,55611444.72496814,2016-12-16 00:00:00,15301402.97298064,18055655.50811716,2016-12-21 00:00:00,4
1020584.777070064,100.0,1020584.777070064,1204290.036942675,2016-12-17,2016-01-25 00:00:00,2016-12-07 00:00:00,1372449.101910828,1619489.940254777,2017-12-31 00:00:00,351864.3248407643,415199.9033121017,2017-01-25 00:00:00,3
1602509.388535032,60.0,961505.633121019,1134576.647082802,2016-12-01,2016-01-25 00:00:00,2016-12-14 00:00:00,1221191.210191083,1441005.628025478,2016-12-31 00:00:00,259685.5770700637,306428.9809426751,2017-01-25 00:00:00,1
32683386.62420382,50.0,16341693.31210191,19283198.10828025,2016-11-16,2016-01-25 00:00:00,2016-12-07 00:00:00,35370845.53503185,41737597.73133758,2016-12-31 00:00:00,19029152.22292994,22454399.62305732,2017-01-25 00:00:00,2
8236560.509554139,50.0,4118280.25477707,4859570.700636942,2016-11-16,2016-01-25 00:00:00,2016-12-07 00:00:00,9705032.07643312,11451937.85019108,2016-12-31 00:00:00,5586751.82165605,6592367.149554139,2017-01-25 00:00:00,2
20259350.58598726,100.0,20259350.58598726,23906033.69146497,2016-11-29,2016-01-25 00:00:00,2016-12-07 00:00:00,49962787.26114649,58956088.96815286,2016-12-31 00:00:00,16799391.71593168,19823282.22479938,,4
12904044.95922755,100.0,12904044.95922755,15226773.05188851,2016-11-29,2016-01-25 00:00:00,2016-12-14 00:00:00,49849682.16560509,58822624.955414,2017-01-17 00:00:00,16686286.62039027,19689818.21206052,2017-01-25 00:00:00,4
770847.9999999999,100.0,770847.9999999999,909600.6399999998,2017-01-17,2017-02-22 00:00:00,2017-01-25 00:00:00,1501045.184713376,1771233.317961783,2017-01-31 00:00:00,730197.1847133759,861632.6779617836,2017-02-22 00:00:00,3
1579263.101910828,60.0,947557.8611464967,1118118.276152866,2017-01-01,2017-02-22 00:00:00,2017-01-25 00:00:00,1464640.630573248,1728275.944076433,2017-01-31 00:00:00,517082.7694267515,610157.6679235669,2017-03-01 00:00:00,1
28485108.02547771,50.0,14242554.01273886,16806213.73503185,2016-12-20,2017-02-22 00:00:00,2017-01-11 00:00:00,34547988.63057324,40766626.58407643,2017-01-31 00:00:00,20305434.61783439,23960412.84904458,2017-02-22 00:00:00,2
7998394.904458598,50.0,3999197.452229299,4719052.993630573,2016-12-20,2017-02-22 00:00:00,2017-01-11 00:00:00,9193162.58598726,10847931.85146497,2017-01-31 00:00:00,5193965.133757962,6128878.857834393,2017-02-22 00:00:00,2
19184523.66242038,100.0,19184523.66242038,22637737.92165605,2016-12-30,2017-02-22 00:00:00,2017-01-11 00:00:00,48474458.59872612,57199861.14649682,2017-01-31 00:00:00,17070493.11310804,20143181.87346749,,4
12219441.82319769,100.0,12219441.82319769,14418941.35137328,2016-12-30,2017-02-22 00:00:00,2017-01-18 00:00:00,51553187.39490445,60832761.12598725,2017-02-17 00:00:00,20149221.90928637,23776081.85295792,2017-02-22 00:00:00,4
960714.3757961782,100.0,960714.3757961784,1133642.96343949,2017-02-17,2017-03-29 00:00:00,2017-02-22 00:00:00,1319796.732484076,1557360.14433121,2017-02-28 00:00:00,359082.356687898,423717.1808917196,2017-03-29 00:00:00,3
1608216.649681529,60.0,964929.9898089173,1138617.387974522,2017-02-01,2017-03-29 00:00:00,2017-02-15 00:00:00,1205083.656050955,1421998.714140127,2017-02-28 00:00:00,240153.6662420381,283381.3261656051,2017-03-29 00:00:00,1
26449742.03821656,50.0,13224871.01910828,15605347.80254777,2017-01-19,2017-03-29 00:00:00,2017-02-15 00:00:00,29930538.24840764,35318035.13312101,2017-02-28 00:00:00,16705667.22929936,19712687.33057325,2017-03-22 00:00:00,2
7845653.350318471,50.0,3922826.675159235,4628935.476687898,2017-01-19,2017-03-29 00:00:00,2017-02-15 00:00:00,8598915.58598726,10146720.39146497,2017-02-28 00:00:00,4676088.910828025,5517784.914777069,2017-03-22 00:00:00,2
17784355.68789809,100.0,17784355.68789809,20985539.71171974,2017-02-01,2017-03-29 00:00:00,2017-02-08 00:00:00,42614140.12738854,50284685.35031847,2017-02-28 00:00:00,13502169.35165727,15932559.83495558,,4
11327615.08783318,100.0,11327615.08783318,13366585.80364315,2017-02-01,2017-03-29 00:00:00,2017-02-15 00:00:00,44516366.14012739,52529312.04535032,2017-03-17 00:00:00,15404395.36439613,18177186.52998743,2017-03-22 00:00:00,4
1050677.394904459,100.0,1050677.394904459,1239799.325987261,2017-03-10,2017-04-26 00:00:00,2017-03-29 00:00:00,1231624.012738853,1453316.335031847,2017-03-31 00:00:00,180946.6178343948,213517.0090445857,2017-04-26 00:00:00,3
1754982.72611465,60.4355206752959,1060632.948288891,1251546.878980891,2017-02-27,2017-04-26 00:00:00,2017-03-09 00:00:00,1246837.496815287,1471268.246242038,2017-03-31 00:00:00,186204.5485263958,219721.3672611469,2017-04-26 00:00:00,1
28571472.61146497,50.0,14285736.30573248,16857168.84076433,2017-02-17,2017-04-26 00:00:00,2017-03-09 00:00:00,31191014.66496815,36805397.30466241,2017-03-31 00:00:00,16905278.35923567,19948228.46389809,2017-04-26 00:00:00,2
7852518.471337579,50.0,3926259.23566879,4632985.898089172,2017-02-17,2017-04-26 00:00:00,2017-03-09 00:00:00,9169158.47133758,10819606.99617834,2017-03-31 00:00:00,5242899.23566879,6186621.09808917,2017-04-26 00:00:00,2
18060285.96178344,100.0,18060285.96178344,21311137.43490446,2017-03-02,2017-04-26 00:00:00,2017-03-09 00:00:00,44490712.7388535,52499041.03184713,2017-03-31 00:00:00,14927059.92243093,17613930.70846849,,4
11503366.85463913,100.0,11503366.85463913,13573972.88847418,2017-03-02,2017-04-26 00:00:00,2017-03-15 00:00:00,46939750.54140127,55388905.63885349,2017-04-17 00:00:00,17376097.72497869,20503795.31547486,2017-04-26 00:00:00,4
923872.4968152865,100.0,923872.4968152865,1090169.546242038,2017-04-17,2017-05-31 00:00:00,2017-04-26 00:00:00,1114392.573248408,1314983.236433121,2017-04-30 00:00:00,190520.0764331211,224813.6901910829,2017-05-24 00:00:00,3
1642430.853503185,40.0571604757057,657911.1626902735,776335.1719745226,2017-03-27,2017-05-24 00:00:00,2017-04-12 00:00:00,1334063.547770701,1574194.986369427,2017-04-30 00:00:00,676152.3850804272,797859.814394904,2017-05-24 00:00:00,1
29628086.62420382,50.0,14814043.31210191,17480571.10828025,2017-03-20,2017-05-24 00:00:00,2017-04-05 00:00:00,31105081.06369427,36703995.65515924,2017-04-30 00:00:00,16291037.75159236,19223424.54687898,2017-05-24 00:00:00,2
7857480.25477707,50.0,3928740.127388535,4635913.350318471,2017-03-20,2017-05-24 00:00:00,2017-04-05 00:00:00,8927269.541401273,10534178.0588535,2017-04-30 00:00:00,4998529.414012738,5898264.70853503,2017-05-24 00:00:00,2
17626201.77070064,100.0,17626201.77070064,20798918.08942675,2017-03-27,2017-05-24 00:00:00,2017-04-12 00:00:00,45806961.14649681,54052214.15286623,2017-06-30 00:00:00,16953879.26706965,20005577.53514218,,4
11226880.10872652,100.0,11226880.10872652,13247718.52829729,2017-03-27,2017-05-24 00:00:00,2017-04-19 00:00:00,44561438.94904459,52582497.95987261,2017-05-17 00:00:00,15708357.06961743,18535861.34214856,2017-05-24 00:00:00,4
862172.2738853504,100.0,862172.2738853504,1017363.283184713,2017-05-17,2017-06-28 00:00:00,2017-05-24 00:00:00,1012063.031847134,1194234.377579618,2017-05-31 00:00:00,149890.7579617832,176871.0943949041,2017-06-28 00:00:00,3
1669938.872611465,60.0,1001963.323566879,1182316.721808917,2017-04-27,2017-06-28 00:00:00,2017-05-17 00:00:00,1417604.197452229,1672772.95299363,2017-05-31 00:00:00,415640.8738853503,490456.2311847133,2017-06-28 00:00:00,1
30332326.75159236,50.0,15166163.37579618,17896072.78343949,2017-04-06,2017-06-28 00:00:00,2017-05-10 00:00:00,32852747.50318471,38766242.05375796,2017-05-31 00:00:00,17686584.12738853,20870169.27031847,2017-06-28 00:00:00,2
7825724.840764331,50.0,3912862.420382165,4617177.656050955,2017-04-06,2017-06-28 00:00:00,2017-05-10 00:00:00,9389856.611464968,11080030.80152866,2017-05-31 00:00:00,5476994.191082803,6462853.145477707,2017-06-28 00:00:00,2
18086116.3566879,100.0,18086116.3566879,21341617.30089172,2016-04-24,2017-06-28 00:00:00,2017-05-10 00:00:00,48580452.22929936,57324933.63057324,2017-05-31 00:00:00,18974516.53714146,22389929.51382694,,4
11519819.33547,100.0,11519819.33547,13593386.8158546,2016-04-24,28..06.2017,2017-05-17 00:00:00,47042077.47770701,55509651.42369427,2017-06-15 00:00:00,17436141.78554911,20574647.30694796,2017-06-21 00:00:00,4
780147.9426751592,100.0,780147.9426751592,920574.5723566879,2017-06-17,2017-07-26 00:00:00,2017-06-28 00:00:00,1296689.331210191,1530093.410828026,2017-06-30 00:00:00,516541.3885350319,609518.8384713377,2017-07-26 00:00:00,3
1673369.789808917,60.0,1004021.87388535,1184745.811184713,2017-05-29,2017-07-26 00:00:00,2017-06-07 00:00:00,1450780.203821656,1711920.640509554,2017-06-30 00:00:00,446758.3299363058,527174.8293248406,2017-07-26 00:00:00,1
28419338.85350318,50.0,14209669.42675159,16767409.92356688,2017-05-19,2017-07-26 00:00:00,2017-06-28 00:00:00,31013336.76433121,36595737.38191082,2017-06-30 00:00:00,16803667.33757962,19828327.45834395,2017-07-19 00:00:00,2
7813816.560509554,50.0,3906908.280254777,4610151.770700636,2017-05-19,2017-07-26 00:00:00,2017-06-28 00:00:00,7696582.515923567,9081967.368789809,2017-06-30 00:00:00,3789674.235668791,4471815.598089173,2017-07-19 00:00:00,2
16122029.85987261,100.0,16122029.85987261,19023995.23464968,2017-05-24,2017-07-26 00:00:00,2017-06-07 00:00:00,42417707.00636943,50052894.26751592,2017-06-30 00:00:00,16026868.31855248,18911704.61589192,,4
10268808.82794434,100.0,10268808.82794434,12117194.41697432,2017-05-24,2017-07-26 00:00:00,2017-07-14 00:00:00,47447452.22929936,55987993.63057324,2017-06-17 00:00:00,21056613.54148241,24846803.97894925,2017-07-26 00:00:00,4
708382.8853503184,100.0,708382.8853503184,835891.8047133756,2017-07-17,2017-08-30 00:00:00,2017-07-26 00:00:00,918939.9872611464,1084349.184968153,2017-07-31 00:00:00,210557.101910828,248457.3802547771,2017-08-23 00:00:00,3
1096518.624203822,60.0,657911.174522293,776335.1859363058,2017-06-29,2017-08-30 00:00:00,2017-07-12 00:00:00,1271268.248407643,1500096.533121019,2017-07-31 00:00:00,613357.0738853503,723761.3471847131,2017-09-27 00:00:00,1
33492023.56687898,50.0,16746011.78343949,19760293.9044586,2017-06-05,2017-08-30 00:00:00,2017-07-05 00:00:00,31718108.01910828,37427367.46254777,2017-07-31 00:00:00,14972096.23566879,17667073.55808917,2017-08-23 00:00:00,2
8962675.15923567,50.0,4481337.579617835,5287978.343949045,2017-06-05,2017-08-30 00:00:00,2017-07-05 00:00:00,8829912.025477707,10419296.19006369,2017-07-31 00:00:00,4348574.445859873,5131317.846114649,2017-08-23 00:00:00,2
16265765.91082803,100.0,16265765.91082803,19193603.77477707,2017-06-23,2017-08-30 00:00:00,2017-07-12 00:00:00,45610323.56687898,53820181.80891719,31.06.2017,18984197.20329425,22401352.69988722,,4
10360360.4527567,100.0,10360360.4527567,12225225.33425291,2017-06-23,2017-08-30 00:00:00,2017-07-19 00:00:00,49990256.3821656,58988502.53095541,2017-08-16 00:00:00,23364130.01858088,27569673.42192543,2017-08-23 00:00:00,4
907580.5031847133,100.0,907580.5031847132,1070944.993757962,2017-08-17,2017-09-27 00:00:00,2017-08-30 00:00:00,1238968.312101911,1461982.608280255,2017-08-31 00:00:00,331387.8089171976,391037.6145222932,2017-09-27 00:00:00,3
1823641.515923567,60.0,1094184.90955414,1291138.193273885,2017-07-28,2017-09-27 00:00:00,2017-08-09 00:00:00,1328088.713375796,1567144.681783439,2017-08-31 00:00:00,233903.8038216559,276006.488509554,2017-09-27 00:00:00,1
34680861.78343949,50.0,17340430.89171974,20461708.45222929,2017-07-20,2017-09-27 00:00:00,2017-08-02 00:00:00,35279344.96178344,41629627.05490445,2017-08-31 00:00:00,17938914.0700637,21167918.60267516,2017-09-27 00:00:00,2
8733319.74522293,50.0,4366659.872611465,5152658.649681528,2017-07-20,2017-09-27 00:00:00,2017-08-02 00:00:00,8783344.382165605,10364346.37095541,2017-08-31 00:00:00,4416684.50955414,5211687.721273885,2017-09-27 00:00:00,2
18109215.75159236,100.0,18109215.75159236,21368874.58687898,2017-07-20,2017-09-27 00:00:00,2017-08-09 00:00:00,53266305.73248407,62854240.7643312,2017-08-31 00:00:00,23622557.65503672,27874618.03294332,,4
11534532.325855,100.0,11534532.325855,13610748.1445089,2017-07-20,2017-09-27 00:00:00,2017-08-16 00:00:00,52611439.88535032,62081499.06471337,2017-09-15 00:00:00,22967691.80790296,27101876.33332548,2017-09-27 00:00:00,4
1167374.49044586,100.0,1167374.49044586,1377501.898726114,2017-07-17,2017-08-30 00:00:00,2017-08-02 00:00:00,1167374.49044586,1377501.898726114,2017-08-31 00:00:00,0.0,0.0,,3
643420.0573248407,100.0,643420.0573248407,759235.667643312,2017-09-17,2017-10-25 00:00:00,2017-09-27 00:00:00,1588007.898089172,1873849.329745223,2017-09-30 00:00:00,944587.8407643312,1114613.66210191,2017-10-25 00:00:00,3
1705082.382165605,60.0,1023049.429299363,1207198.326573248,2017-09-01,2017-10-25 00:00:00,2017-09-13 00:00:00,1458465.522292994,1720989.32,2017-09-30 00:00:00,435416.0929936308,513790.9934267518,2017-10-25 00:00:00,1
33413954.14012739,50.0,16706977.07006369,19714232.94267516,2017-08-17,2017-10-25 00:00:00,2017-09-13 00:00:00,34130328.9044586,40273788.10726114,2017-09-30 00:00:00,17423351.8343949,20559555.16458599,2017-10-18 00:00:00,2
8426791.719745222,50.0,4213395.859872611,4971807.114649681,2017-08-17,2017-10-25 00:00:00,2017-09-13 00:00:00,9040278.452229299,10667528.57363057,2017-09-30 00:00:00,4826882.592356687,5695721.45898089,2017-10-18 00:00:00,2
19433286.75159236,100.0,19433286.75159236,22931278.37,2017-08-24,2017-10-25 00:00:00,2017-09-13 00:00:00,49441356.68789808,58340800.89171974,2017-09-30 00:00:00,17630180.28560996,20803612.73171974,,4
12377889.65069577,100.0,12377889.65069577,14605909.79,2017-08-24,2017-10-25 00:00:00,2017-09-20 00:00:00,50848343.23566879,60001045.02,2017-10-16 00:00:00,19037166.83338066,22463856.86000001,2017-10-25 00:00:00,4
1167374.49044586,100.0,1167374.49044586,1377501.898726114,2017-08-17,2017-09-30 00:00:00,2017-09-06 00:00:00,1167374.49044586,1377501.898726114,2017-09-29 00:00:00,0.0,0.0,,3
1040922.598726115,100.0,1040922.598726115,1228288.666496815,2017-10-17,2017-11-29 00:00:00,2017-10-25 00:00:00,1623830.72611465,1916120.256815287,2017-10-31 00:00:00,582908.1273885351,687831.5903184712,2017-11-29 00:00:00,3
1713265.904458599,60.0,1027959.542675159,1212992.260356688,2017-09-28,2017-11-29 00:00:00,2017-10-11 00:00:00,1481800.987261146,1748525.164968153,2017-10-31 00:00:00,453841.444585987,535532.9046114646,2017-11-22 00:00:00,1
32579364.96815287,50.0,16289682.48407643,19221825.33121019,2017-09-20,2017-11-29 00:00:00,2017-10-11 00:00:00,36035266.50955414,42521614.48999999,2017-10-31 00:00:00,19745584.02547771,23299789.1587898,2017-11-22 00:00:00,2
8157726.114649681,50.0,4078863.05732484,4813058.407643312,2017-09-20,2017-11-29 00:00:00,2017-10-11 00:00:00,9535625.012738854,11252037.51503185,2017-10-31 00:00:00,5456761.955414014,6438979.107388535,2017-11-22 00:00:00,2
19426546.3566879,100.0,19426546.3566879,22923324.70089172,2017-09-26,2017-11-29 00:00:00,2017-10-11 00:00:00,53546038.21656051,63184325.0955414,2017-10-31 00:00:00,14692945.50318471,17337675.69375795,,4
19426546.3566879,100.0,19426546.3566879,22923324.70089172,2017-09-26,2017-11-29 00:00:00,2017-10-18 00:00:00,56110272.72611465,66210121.81681529,,17257180.01273886,20363472.41503185,2017-11-22 00:00:00,4
1167374.49044586,100.0,1167374.49044586,1377501.898726114,2017-09-20,2017-10-31 00:00:00,2017-10-04 00:00:00,1167374.49044586,1377501.898726114,2017-10-31 00:00:00,0.0,0.0,,3
1112094.636942675,100.0,1112094.636942675,1312271.671592357,2017-11-17,2017-12-31 00:00:00,2017-11-29 00:00:00,1337671.191082803,1578452.0,2017-11-30 00:00:00,225576.5541401275,266180.3284076434,2017-12-27 00:00:00,3
1893003.420382166,60.0,1135802.052229299,1340246.421630573,2017-10-30,2017-12-31 00:00:00,2017-11-08 00:00:00,1310208.942675159,1546046.552356688,2017-11-30 00:00:00,174406.8904458601,205800.1307261148,2017-12-20 00:00:00,1
31247395.54140127,50.0,15623697.77070064,18435963.36942675,2017-10-23,2017-12-31 00:00:00,2017-11-08 00:00:00,34664534.62420382,40904150.8665605,2017-11-30 00:00:00,19040836.85350318,22468187.49713375,2017-12-20 00:00:00,2
8062320.382165605,50.0,4031160.191082802,4756769.025477706,2017-10-23,2017-12-31 00:00:00,2017-11-08 00:00:00,9148637.923566878,10795392.74980891,2017-11-30 00:00:00,5117477.732484076,6038623.724331209,2017-12-20 00:00:00,2
19102142.72611465,100.0,19102142.72611465,22540528.41681528,2017-10-25,2017-12-31 00:00:00,2017-11-08 00:00:00,52239741.40127388,61642894.85350318,2017-11-30 00:00:00,14035455.94904459,16561838.01987262,,4
19102142.72611465,100.0,19102142.72611465,22540528.41681528,2017-10-25,2017-12-31 00:00:00,2017-11-15 00:00:00,53562135.0,63203319.3,2017-12-15 00:00:00,15357849.54777071,18122262.47636943,2017-12-27 00:00:00,4
1167374.49044586,100.0,1167374.49044586,1377501.898726114,2017-10-25,2017-11-30 00:00:00,2017-11-08 00:00:00,1167374.49044586,1377501.898726114,2017-11-30 00:00:00,0.0,0.0,,3
1112094.636942675,100.0,1112094.636942675,1312271.671592357,2017-12-17,2018-01-31 00:00:00,2017-12-20 00:00:00,1277937.560509554,1507966.321401274,2017-12-31 00:00:00,165842.923566879,,2018-01-24 00:00:00,3
1784551.547770701,60.0,1070730.92866242,1263462.495821656,2017-11-28,2018-01-31 00:00:00,2017-12-13 00:00:00,1335791.031847134,1576233.417579618,2017-12-31 00:00:00,265060.1031847135,312770.9217579621,2018-01-24 00:00:00,1
32952238.21656051,50.0,16476119.10828025,19441820.5477707,2017-11-21,2018-01-31 00:00:00,2017-12-13 00:00:00,36201996.4522293,42718355.80363058,2017-12-31 00:00:00,19725877.34394904,,2018-01-17 00:00:00,2
8062320.382165605,50.0,4031160.191082802,4756769.025477706,2017-11-21,2018-01-31 00:00:00,2017-12-13 00:00:00,8630258.917197451,10183705.52229299,2017-12-31 00:00:00,4599098.726114649,5426936.496815286,2018-01-17 00:00:00,2
20919490.5477707,100.0,20919490.5477707,24684998.84636943,2017-11-16,2017-12-31 00:00:00,2017-12-13 00:00:00,53665318.47133758,63325075.79617834,2017-12-31 00:00:00,11826337.37579618,13955078.10343948,,4
20919490.5477707,100.0,20919490.5477707,24684998.84636943,2017-11-16,2017-12-31 00:00:00,2017-12-20 00:00:00,54043647.58598725,63771504.15146495,2018-01-15 00:00:00,12204666.49044585,14401506.4587261,2018-01-24 00:00:00,4
1167374.49044586,100.0,1167374.49044586,1377501.898726114,2017-11-30,2017-12-31 00:00:00,2017-12-06 00:00:00,1167374.49044586,1377501.898726114,2017-12-31 00:00:00,0.0,0.0,,3
932795.8789808917,100.0,932795.8789808915,1100699.137197452,2018-01-17,2018-02-28 00:00:00,2018-01-24 00:00:00,1300317.681528662,1534374.874203821,2018-01-31 00:00:00,367521.8025477708,433675.7370063695,2018-02-28 00:00:00,3
1310208.942675159,50.0,655104.4713375797,773023.2761783439,2017-12-27,2018-02-28 00:00:00,2018-02-07 00:00:00,1411025.668789809,1665010.289171974,2018-01-31 00:00:00,755921.197452229,891987.0129936303,2018-02-28 00:00:00,1
33316808.91719745,50.0,16658404.45859873,19656917.26114649,2017-12-21,2018-02-28 00:00:00,2018-01-10 00:00:00,34629933.92356688,40863322.02980892,2018-01-31 00:00:00,17971529.46496815,21206404.76866242,2018-02-21 00:00:00,2
8843789.808917196,50.0,4421894.904458598,5217835.987261145,2017-12-21,2018-02-28 00:00:00,2018-01-10 00:00:00,10578717.32484076,12482886.4433121,2018-01-31 00:00:00,6156822.420382165,7265050.456050956,2018-02-21 00:00:00,2
21230167.51592357,100.0,21230167.51592357,25051597.66878981,2017-12-21,2018-01-31 00:00:00,2018-01-10 00:00:00,56430206.36942675,66587643.51592356,2018-01-31 00:00:00,13969871.33757962,16484448.17834395,,4
21230167.51592357,100.0,21230167.51592357,25051597.66878981,2017-12-21,2018-01-31 00:00:00,2018-01-17 00:00:00,56543439.92356688,66721259.10980891,2018-02-15 00:00:00,14083104.89171974,16618063.7722293,2018-02-28 00:00:00,4
0.0,100.0,0.0,0.0,,,,1210750.292993631,1428685.345732484,2018-01-31 00:00:00,1210750.292993631,1428685.345732484,2018-02-07 00:00:00,5
894507.8598726115,100.0,894507.8598726115,1055519.274649682,2018-02-17,2018-03-31 00:00:00,2018-02-28 00:00:00,1202903.343949045,1419425.945859873,2018-02-28 00:00:00,308395.4840764331,363906.681210191,2018-03-28 00:00:00,3
1719106.5477707,50.0,859553.2738853502,1014272.863184713,2018-01-29,2018-03-31 00:00:00,2018-02-14 00:00:00,1340206.687898089,1581443.891719745,2018-02-28 00:00:00,480653.414012739,567171.0285350321,2018-03-28 00:00:00,1
